state,cases,date
Micronesia,0,2021-02-15
Minnesota,72390,2021-02-15
Mississippi,80695,2021-02-15
Missouri,78062,2021-02-15
Montana,6785,2021-02-15
Nebraska,32727,2021-02-15
Nevada,66938,2021-02-15
New Hampshire,7159,2021-02-15
New Jersey,190306,2021-02-15
New Mexico,24732,2021-02-15
New York,432458,2021-02-15
North Carolina,158985,2021-02-15
North Dakota,10800,2021-02-15
Northern Marianas,54,2021-02-15
Ohio,117584,2021-02-15
Oklahoma,59715,2021-02-15
Oregon,25571,2021-02-15
Palau,0,2021-02-15
Pennsylvania,130536,2021-02-15
Puerto Rico,31383,2021-02-15
Rhode Island,21454,2021-02-15
South Carolina,114093,2021-02-15
South Dakota,11571,2021-02-15
Tennessee,147353,2021-02-15
Texas,592137,2021-02-15
Utah,50870,2021-02-15
Vermont,1577,2021-02-15
Virgin Islands,1052,2021-02-15
Virginia,116579,2021-02-15
Washington,72161,2021-02-15
West Virginia,9540,2021-02-15
Wisconsin,77092,2021-02-15
Wyoming,3684,2021-02-15
Alabama,119254,2021-02-16
Alaska,4895,2021-02-16
American Samoa,0,2021-02-16
Arizona,199459,2021-02-16
Arkansas,58023,2021-02-16
California,679099,2021-02-16
Colorado,55994,2021-02-16
Connecticut,52220,2021-02-16
Delaware,16976,2021-02-16
District of Columbia,13722,2021-02-16
Florida,602113,2021-02-16
Georgia,260590,2021-02-16
Guam,1232,2021-02-16
Hawaii,6738,2021-02-16
Idaho,30780,2021-02-16
Illinois,227044,2021-02-16
Indiana,89359,2021-02-16
Iowa,58215,2021-02-16
Kansas,39937,2021-02-16
Kentucky,45230,2021-02-16
Louisiana,145661,2021-02-16
Maine,4416,2021-02-16
Marshall Islands,0,2021-02-16
Maryland,106063,2021-02-16
Massachusetts,126503,2021-02-16
Michigan,109480,2021-02-16
Micronesia,0,2021-02-16
Minnesota,72390,2021-02-16
Mississippi,80695,2021-02-16
Missouri,78062,2021-02-16
Montana,6785,2021-02-16
Nebraska,32727,2021-02-16
Nevada,66938,2021-02-16
New Hampshire,7159,2021-02-16
New Jersey,190306,2021-02-16
New Mexico,24732,2021-02-16
New York,432458,2021-02-16
North Carolina,158985,2021-02-16
North Dakota,10800,2021-02-16
Northern Marianas,54,2021-02-16
Ohio,117584,2021-02-16
Oklahoma,59715,2021-02-16
Oregon,25571,2021-02-16
Palau,0,2021-02-16
Pennsylvania,130536,2021-02-16
Puerto Rico,31383,2021-02-16
Rhode Island,21454,2021-02-16
South Carolina,114093,2021-02-16
South Dakota,11571,2021-02-16
Tennessee,147353,2021-02-16
Texas,592137,2021-02-16
Utah,50870,2021-02-16
Vermont,1577,2021-02-16
Virgin Islands,1052,2021-02-16
Virginia,116579,2021-02-16
Washington,72161,2021-02-16
West Virginia,9540,2021-02-16
Wisconsin,77092,2021-02-16
Wyoming,3684,2021-02-16
Alabama,119254,2021-02-16
Alaska,4895,2021-02-16
American Samoa,0,2021-02-16
Arizona,199459,2021-02-16
Arkansas,58023,2021-02-16
California,679099,2021-02-16
Colorado,55994,2021-02-16
Connecticut,52220,2021-02-16
Delaware,16976,2021-02-16
District of Columbia,13722,2021-02-16
Florida,602113,2021-02-16
Georgia,260590,2021-02-16
Guam,1232,2021-02-16
Hawaii,6738,2021-02-16
Idaho,30780,2021-02-16
Illinois,227044,2021-02-16
Indiana,89359,2021-02-16
Iowa,58215,2021-02-16
Kansas,39937,2021-02-16
Kentucky,45230,2021-02-16
Louisiana,145661,2021-02-16
Maine,4416,2021-02-16
Marshall Islands,0,2021-02-16
Maryland,106063,2021-02-16
Massachusetts,126503,2021-02-16
Michigan,109480,2021-02-16
Micronesia,0,2021-02-16
Minnesota,72390,2021-02-16
Mississippi,80695,2021-02-16
Missouri,78062,2021-02-16
Montana,6785,2021-02-16
Nebraska,32727,2021-02-16
Nevada,66938,2021-02-16
New Hampshire,7159,2021-02-16
New Jersey,190306,2021-02-16
New Mexico,24732,2021-02-16
New York,432458,2021-02-16
North Carolina,158985,2021-02-16
North Dakota,10800,2021-02-16
Northern Marianas,54,2021-02-16
Ohio,117584,2021-02-16
Oklahoma,59715,2021-02-16
Oregon,25571,2021-02-16
Palau,0,2021-02-16
Pennsylvania,130536,2021-02-16
Puerto Rico,31383,2021-02-16
Rhode Island,21454,2021-02-16
South Carolina,114093,2021-02-16
South Dakota,11571,2021-02-16
Tennessee,147353,2021-02-16
Texas,592137,2021-02-16
Utah,50870,2021-02-16
Vermont,1577,2021-02-16
Virgin Islands,1052,2021-02-16
Virginia,116579,2021-02-16
Washington,72161,2021-02-16
West Virginia,9540,2021-02-16
Wisconsin,77092,2021-02-16
Wyoming,3684,2021-02-16
Alabama,119254,2021-02-17
Alaska,4895,2021-02-17
American Samoa,0,2021-02-17
Arizona,199459,2021-02-17
Arkansas,58023,2021-02-17
California,679099,2021-02-17
Colorado,55994,2021-02-17
Connecticut,52220,2021-02-17
Delaware,16976,2021-02-17
District of Columbia,13722,2021-02-17
Florida,602113,2021-02-17
Georgia,260590,2021-02-17
Guam,1232,2021-02-17
Hawaii,6738,2021-02-17
Idaho,30780,2021-02-17
Illinois,227044,2021-02-17
Indiana,89359,2021-02-17
Iowa,58215,2021-02-17
Kansas,39937,2021-02-17
Kentucky,45230,2021-02-17
Louisiana,145661,2021-02-17
Maine,4416,2021-02-17
Marshall Islands,0,2021-02-17
Maryland,106063,2021-02-17
Massachusetts,126503,2021-02-17
Michigan,109480,2021-02-17
Micronesia,0,2021-02-17
Minnesota,72390,2021-02-17
Mississippi,80695,2021-02-17
Missouri,78062,2021-02-17
Montana,6785,2021-02-17
Nebraska,32727,2021-02-17
Nevada,66938,2021-02-17
New Hampshire,7159,2021-02-17
New Jersey,190306,2021-02-17
New Mexico,24732,2021-02-17
New York,432458,2021-02-17
North Carolina,158985,2021-02-17
North Dakota,10800,2021-02-17
Northern Marianas,54,2021-02-17
Ohio,117584,2021-02-17
Oklahoma,59715,2021-02-17
Oregon,25571,2021-02-17
Palau,0,2021-02-17
Pennsylvania,130536,2021-02-17
Puerto Rico,31383,2021-02-17
Rhode Island,21454,2021-02-17
South Carolina,114093,2021-02-17
South Dakota,11571,2021-02-17
Tennessee,147353,2021-02-17
Texas,592137,2021-02-17
Utah,50870,2021-02-17
Vermont,1577,2021-02-17
Virgin Islands,1052,2021-02-17
Virginia,116579,2021-02-17
Washington,72161,2021-02-17
West Virginia,9540,2021-02-17
Wisconsin,77092,2021-02-17
Wyoming,3684,2021-02-17
Alabama,119254,2021-02-17
Alaska,4895,2021-02-17
American Samoa,0,2021-02-17
Arizona,199459,2021-02-17
Arkansas,58023,2021-02-17
California,679099,2021-02-17
Colorado,55994,2021-02-17
Connecticut,52220,2021-02-17
Delaware,16976,2021-02-17
District of Columbia,13722,2021-02-17
Florida,602113,2021-02-17
Georgia,260590,2021-02-17
Guam,1232,2021-02-17
Hawaii,6738,2021-02-17
Idaho,30780,2021-02-17
Illinois,227044,2021-02-17
Indiana,89359,2021-02-17
Iowa,58215,2021-02-17
Kansas,39937,2021-02-17
Kentucky,45230,2021-02-17
Louisiana,145661,2021-02-17
Maine,4416,2021-02-17
Marshall Islands,0,2021-02-17
Maryland,106063,2021-02-17
Massachusetts,126503,2021-02-17
Michigan,109480,2021-02-17
Micronesia,0,2021-02-17
Minnesota,72390,2021-02-17
Mississippi,80695,2021-02-17
Missouri,78062,2021-02-17
Montana,6785,2021-02-17
Nebraska,32727,2021-02-17
Nevada,66938,2021-02-17
New Hampshire,7159,2021-02-17
New Jersey,190306,2021-02-17
New Mexico,24732,2021-02-17
New York,432458,2021-02-17
North Carolina,158985,2021-02-17
North Dakota,10800,2021-02-17
Northern Marianas,54,2021-02-17
Ohio,117584,2021-02-17
Oklahoma,59715,2021-02-17
Oregon,25571,2021-02-17
Palau,0,2021-02-17
Pennsylvania,130536,2021-02-17
Puerto Rico,31383,2021-02-17
Rhode Island,21454,2021-02-17
South Carolina,114093,2021-02-17
South Dakota,11571,2021-02-17
Tennessee,147353,2021-02-17
Texas,592137,2021-02-17
Utah,50870,2021-02-17
Vermont,1577,2021-02-17
Virgin Islands,1052,2021-02-17
Virginia,116579,2021-02-17
Washington,72161,2021-02-17
West Virginia,9540,2021-02-17
Wisconsin,77092,2021-02-17
Wyoming,3684,2021-02-17
Alabama,119254,2021-02-18
Alaska,4895,2021-02-18
American Samoa,0,2021-02-18
Arizona,199459,2021-02-18
Arkansas,58023,2021-02-18
California,679099,2021-02-18
Colorado,55994,2021-02-18
Connecticut,52220,2021-02-18
Delaware,16976,2021-02-18
District of Columbia,13722,2021-02-18
Florida,602113,2021-02-18
Georgia,260590,2021-02-18
Guam,1232,2021-02-18
Hawaii,6738,2021-02-18
Idaho,30780,2021-02-18
Illinois,227044,2021-02-18
Indiana,89359,2021-02-18
Iowa,58215,2021-02-18
Kansas,39937,2021-02-18
Kentucky,45230,2021-02-18
Louisiana,145661,2021-02-18
Maine,4416,2021-02-18
Marshall Islands,0,2021-02-18
Maryland,106063,2021-02-18
Massachusetts,126503,2021-02-18
Michigan,109480,2021-02-18
Micronesia,0,2021-02-18
Minnesota,72390,2021-02-18
Mississippi,80695,2021-02-18
Missouri,78062,2021-02-18
Montana,6785,2021-02-18
Nebraska,32727,2021-02-18
Nevada,66938,2021-02-18
New Hampshire,7159,2021-02-18
New Jersey,190306,2021-02-18
New Mexico,24732,2021-02-18
New York,432458,2021-02-18
North Carolina,158985,2021-02-18
North Dakota,10800,2021-02-18
Northern Marianas,54,2021-02-18
Ohio,117584,2021-02-18
Oklahoma,59715,2021-02-18
Oregon,25571,2021-02-18
Palau,0,2021-02-18
Pennsylvania,130536,2021-02-18
Puerto Rico,31383,2021-02-18
Rhode Island,21454,2021-02-18
South Carolina,114093,2021-02-18
South Dakota,11571,2021-02-18
Tennessee,147353,2021-02-18
Texas,592137,2021-02-18
Utah,50870,2021-02-18
Vermont,1577,2021-02-18
Virgin Islands,1052,2021-02-18
Virginia,116579,2021-02-18
Washington,72161,2021-02-18
West Virginia,9540,2021-02-18
Wisconsin,77092,2021-02-18
Wyoming,3684,2021-02-18
Alabama,119254,2021-02-18
Alaska,4895,2021-02-18
American Samoa,0,2021-02-18
Arizona,199459,2021-02-18
Arkansas,58023,2021-02-18
California,679099,2021-02-18
Colorado,55994,2021-02-18
Connecticut,52220,2021-02-18
Delaware,16976,2021-02-18
District of Columbia,13722,2021-02-18
Florida,602113,2021-02-18
Georgia,260590,2021-02-18
Guam,1232,2021-02-18
Hawaii,6738,2021-02-18
Idaho,30780,2021-02-18
Illinois,227044,2021-02-18
Indiana,89359,2021-02-18
Iowa,58215,2021-02-18
Kansas,39937,2021-02-18
Kentucky,45230,2021-02-18
Louisiana,145661,2021-02-18
Maine,4416,2021-02-18
Marshall Islands,0,2021-02-18
Maryland,106063,2021-02-18
Massachusetts,126503,2021-02-18
Michigan,109480,2021-02-18
Micronesia,0,2021-02-18
Minnesota,72390,2021-02-18
Mississippi,80695,2021-02-18
Missouri,78062,2021-02-18
Montana,6785,2021-02-18
Nebraska,32727,2021-02-18
Nevada,66938,2021-02-18
New Hampshire,7159,2021-02-18
New Jersey,190306,2021-02-18
New Mexico,24732,2021-02-18
New York,432458,2021-02-18
North Carolina,158985,2021-02-18
North Dakota,10800,2021-02-18
Northern Marianas,54,2021-02-18
Ohio,117584,2021-02-18
Oklahoma,59715,2021-02-18
Oregon,25571,2021-02-18
Palau,0,2021-02-18
Pennsylvania,130536,2021-02-18
Puerto Rico,31383,2021-02-18
Rhode Island,21454,2021-02-18
South Carolina,114093,2021-02-18
South Dakota,11571,2021-02-18
Tennessee,147353,2021-02-18
Texas,592137,2021-02-18
Utah,50870,2021-02-18
Vermont,1577,2021-02-18
Virgin Islands,1052,2021-02-18
Virginia,116579,2021-02-18
Washington,72161,2021-02-18
West Virginia,9540,2021-02-18
Wisconsin,77092,2021-02-18
Wyoming,3684,2021-02-18
Alabama,119254,2021-02-19
Alaska,4895,2021-02-19
American Samoa,0,2021-02-19
Arizona,199459,2021-02-19
Arkansas,58023,2021-02-19
California,679099,2021-02-19
Colorado,55994,2021-02-19
Connecticut,52220,2021-02-19
Delaware,16976,2021-02-19
District of Columbia,13722,2021-02-19
Florida,602113,2021-02-19
Georgia,260590,2021-02-19
Guam,1232,2021-02-19
Hawaii,6738,2021-02-19
Idaho,30780,2021-02-19
Illinois,227044,2021-02-19
Indiana,89359,2021-02-19
Iowa,58215,2021-02-19
Kansas,39937,2021-02-19
Kentucky,45230,2021-02-19
Louisiana,145661,2021-02-19
Maine,4416,2021-02-19
Marshall Islands,0,2021-02-19
Maryland,106063,2021-02-19
Massachusetts,126503,2021-02-19
Michigan,109480,2021-02-19
Micronesia,0,2021-02-19
Minnesota,72390,2021-02-19
Mississippi,80695,2021-02-19
Missouri,78062,2021-02-19
Montana,6785,2021-02-19
Nebraska,32727,2021-02-19
Nevada,66938,2021-02-19
New Hampshire,7159,2021-02-19
New Jersey,190306,2021-02-19
New Mexico,24732,2021-02-19
New York,432458,2021-02-19
North Carolina,158985,2021-02-19
North Dakota,10800,2021-02-19
Northern Marianas,54,2021-02-19
Ohio,117584,2021-02-19
Oklahoma,59715,2021-02-19
Oregon,25571,2021-02-19
Palau,0,2021-02-19
Pennsylvania,130536,2021-02-19
Puerto Rico,31383,2021-02-19
Rhode Island,21454,2021-02-19
South Carolina,114093,2021-02-19
South Dakota,11571,2021-02-19
Tennessee,147353,2021-02-19
Texas,592137,2021-02-19
Utah,50870,2021-02-19
Vermont,1577,2021-02-19
Virgin Islands,1052,2021-02-19
Virginia,116579,2021-02-19
Washington,72161,2021-02-19
West Virginia,9540,2021-02-19
Wisconsin,77092,2021-02-19
Wyoming,3684,2021-02-19
Alabama,119254,2021-02-19
Alaska,4895,2021-02-19
American Samoa,0,2021-02-19
Arizona,199459,2021-02-19
Arkansas,58023,2021-02-19
California,679099,2021-02-19
Colorado,55994,2021-02-19
Connecticut,52220,2021-02-19
Delaware,16976,2021-02-19
District of Columbia,13722,2021-02-19
Florida,602113,2021-02-19
Georgia,260590,2021-02-19
Guam,1232,2021-02-19
Hawaii,6738,2021-02-19
Idaho,30780,2021-02-19
Illinois,227044,2021-02-19
Indiana,89359,2021-02-19
Iowa,58215,2021-02-19
Kansas,39937,2021-02-19
Kentucky,45230,2021-02-19
Louisiana,145661,2021-02-19
Maine,4416,2021-02-19
Marshall Islands,0,2021-02-19
Maryland,106063,2021-02-19
Massachusetts,126503,2021-02-19
Michigan,109480,2021-02-19
Micronesia,0,2021-02-19
Minnesota,72390,2021-02-19
Mississippi,80695,2021-02-19
Missouri,78062,2021-02-19
Montana,6785,2021-02-19
Nebraska,32727,2021-02-19
Nevada,66938,2021-02-19
New Hampshire,7159,2021-02-19
New Jersey,190306,2021-02-19
New Mexico,24732,2021-02-19
New York,432458,2021-02-19
North Carolina,158985,2021-02-19
North Dakota,10800,2021-02-19
Northern Marianas,54,2021-02-19
Ohio,117584,2021-02-19
Oklahoma,59715,2021-02-19
Oregon,25571,2021-02-19
Palau,0,2021-02-19
Pennsylvania,130536,2021-02-19
Puerto Rico,31383,2021-02-19
Rhode Island,21454,2021-02-19
South Carolina,114093,2021-02-19
South Dakota,11571,2021-02-19
Tennessee,147353,2021-02-19
Texas,592137,2021-02-19
Utah,50870,2021-02-19
Vermont,1577,2021-02-19
Virgin Islands,1052,2021-02-19
Virginia,116579,2021-02-19
Washington,72161,2021-02-19
West Virginia,9540,2021-02-19
Wisconsin,77092,2021-02-19
Wyoming,3684,2021-02-19
Alabama,119254,2021-02-20
Alaska,4895,2021-02-20
American Samoa,0,2021-02-20
Arizona,199459,2021-02-20
Arkansas,58023,2021-02-20
California,679099,2021-02-20
Colorado,55994,2021-02-20
Connecticut,52220,2021-02-20
Delaware,16976,2021-02-20
District of Columbia,13722,2021-02-20
Florida,602113,2021-02-20
Georgia,260590,2021-02-20
Guam,1232,2021-02-20
Hawaii,6738,2021-02-20
Idaho,30780,2021-02-20
Illinois,227044,2021-02-20
Indiana,89359,2021-02-20
Iowa,58215,2021-02-20
Kansas,39937,2021-02-20
Kentucky,45230,2021-02-20
Louisiana,145661,2021-02-20
Maine,4416,2021-02-20
Marshall Islands,0,2021-02-20
Maryland,106063,2021-02-20
Massachusetts,126503,2021-02-20
Michigan,109480,2021-02-20
Micronesia,0,2021-02-20
Minnesota,72390,2021-02-20
Mississippi,80695,2021-02-20
Missouri,78062,2021-02-20
Montana,6785,2021-02-20
Nebraska,32727,2021-02-20
Nevada,66938,2021-02-20
New Hampshire,7159,2021-02-20
New Jersey,190306,2021-02-20
New Mexico,24732,2021-02-20
New York,432458,2021-02-20
North Carolina,158985,2021-02-20
North Dakota,10800,2021-02-20
Northern Marianas,54,2021-02-20
Ohio,117584,2021-02-20
Oklahoma,59715,2021-02-20
Oregon,25571,2021-02-20
Palau,0,2021-02-20
Pennsylvania,130536,2021-02-20
Puerto Rico,31383,2021-02-20
Rhode Island,21454,2021-02-20
South Carolina,114093,2021-02-20
South Dakota,11571,2021-02-20
Tennessee,147353,2021-02-20
Texas,592137,2021-02-20
Utah,50870,2021-02-20
Vermont,1577,2021-02-20
Virgin Islands,1052,2021-02-20
Virginia,116579,2021-02-20
